 7.80	1.735e-02
 7.85	1.714e-02
 7.90	1.699e-02
 7.95	1.670e-02
 8.00	1.647e-02
 8.05	1.622e-02
 8.10	1.600e-02
 8.15	1.583e-02
 8.20	1.569e-02
 8.25	1.543e-02
 8.30	1.515e-02
 8.35	1.497e-02
 8.40	1.474e-02
 8.45	1.459e-02
 8.50	1.435e-02
 8.55	1.422e-02
 8.60	1.404e-02
 8.65	1.384e-02
 8.70	1.366e-02
 8.75	1.352e-02
 8.80	1.335e-02
 8.85	1.315e-02
 8.90	1.292e-02
 8.95	1.282e-02
 9.00	1.259e-02
 9.05	1.247e-02
 9.10	1.224e-02
 9.15	1.214e-02
 9.20	1.203e-02
 9.25	1.188e-02
 9.30	1.167e-02
 9.35	1.158e-02
 9.40	1.139e-02
 9.45	1.125e-02
 9.50	1.110e-02
 9.55	1.097e-02
 9.60	1.085e-02
 9.65	1.074e-02
 9.70	1.061e-02
 9.75	1.052e-02
 9.80	1.030e-02
 9.85	1.015e-02
 9.90	1.014e-02
 9.95	9.955e-03
10.00	9.887e-03
10.05	9.737e-03
10.10	9.640e-03
10.15	9.537e-03
10.20	9.400e-03
10.25	9.319e-03
10.30	9.154e-03
10.35	9.065e-03
10.40	8.969e-03
10.45	8.890e-03
10.50	8.752e-03
10.55	8.682e-03
10.60	8.552e-03
10.65	8.442e-03
10.70	8.367e-03
10.75	8.262e-03
10.80	8.168e-03
10.85	8.114e-03
10.90	8.010e-03
10.95	7.905e-03
11.00	7.807e-03
11.05	7.688e-03
11.10	7.620e-03
11.15	7.536e-03
11.20	7.487e-03
11.25	7.381e-03
11.30	7.316e-03
11.35	7.188e-03
11.40	7.106e-03
11.45	7.068e-03
11.50	7.005e-03
11.55	6.905e-03
11.60	6.781e-03
11.65	6.726e-03
11.70	6.675e-03
11.75	6.588e-03
11.80	6.514e-03
11.85	6.443e-03
11.90	6.389e-03
11.95	6.277e-03
12.00	6.221e-03
12.05	6.133e-03
12.10	6.093e-03
12.15	6.032e-03
12.20	5.934e-03
12.25	5.903e-03
12.30	5.816e-03
12.35	5.733e-03
12.40	5.669e-03
12.45	5.640e-03
12.50	5.586e-03
12.55	5.501e-03
12.60	5.468e-03
12.65	5.433e-03
12.70	5.318e-03
12.75	5.252e-03
12.80	5.167e-03
12.85	5.165e-03
12.90	5.087e-03
12.95	5.013e-03
13.00	4.982e-03
13.05	4.920e-03
13.10	4.840e-03
13.15	4.849e-03
13.20	4.707e-03
13.25	4.667e-03
13.30	4.650e-03
13.35	4.574e-03
13.40	4.538e-03
13.45	4.479e-03
13.50	4.433e-03
13.55	4.377e-03
13.60	4.372e-03
13.65	4.277e-03
13.70	4.255e-03
13.75	4.184e-03
13.80	4.162e-03
13.85	4.096e-03
13.90	4.015e-03
13.95	3.984e-03
14.00	3.910e-03
14.05	3.923e-03
14.10	3.840e-03
14.15	3.796e-03
14.20	3.742e-03
14.25	3.729e-03
14.30	3.666e-03
14.35	3.622e-03
14.40	3.597e-03
14.45	3.531e-03
14.50	3.494e-03
14.55	3.424e-03
14.60	3.405e-03
14.65	3.356e-03
14.70	3.306e-03
14.75	3.267e-03
14.80	3.209e-03
14.85	3.165e-03
14.90	3.102e-03
14.95	3.081e-03
